telemetry_id,control_id,asset_id,timestamp,coverage_percentage,compliance_percentage,health_status,event_count,source,data_quality,freshness_timestamp,period
TEL-0b86a7ad4537,CTRL-PATCH,AST-00196,2026-05-11T14:23:38.249549,48.7,68.5,HEALTHY,445,cloud_api,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-0674d5b5c973,CTRL-PATCH,AST-00196,2026-08-04T16:23:38.249549,77.0,98.6,FAILED,416,cloud_api,GOOD,2026-07-11T14:23:38.249549,CURRENT
TEL-fb65ac0590ed,CTRL-PATCH,AST-00152,2026-05-13T14:23:38.249549,55.8,64.2,HEALTHY,313,agent,GOOD,2026-05-13T14:23:38.249549,BASELINE
TEL-92ee0df8d828,CTRL-PATCH,AST-00152,2026-08-06T03:23:38.249549,72.0,85.7,HEALTHY,337,syslog,DEGRADED,2026-08-06T03:23:38.249549,CURRENT
TEL-0c35f1b85ec4,CTRL-PATCH,AST-00183,2026-05-14T14:23:38.249549,67.0,45.9,DEGRADED,258,agent,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-d68a7c14c1df,CTRL-PATCH,AST-00183,2026-07-30T06:23:38.249549,89.4,63.7,HEALTHY,280,cloud_api,GOOD,2026-07-30T06:23:38.249549,CURRENT
TEL-579d4857acd6,CTRL-PATCH,AST-00199,2026-05-11T14:23:38.249549,58.4,59.9,HEALTHY,45,agent,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-c15225b2e7af,CTRL-PATCH,AST-00199,2026-08-06T19:23:38.249549,76.3,79.7,DEGRADED,462,cloud_api,GOOD,2026-08-06T19:23:38.249549,CURRENT
TEL-fe364d19aedd,CTRL-PATCH,AST-00065,2026-05-10T14:23:38.249549,51.6,54.3,HEALTHY,371,cloud_api,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-ef3a689505e7,CTRL-PATCH,AST-00065,2026-08-01T12:23:38.249549,73.1,87.2,DEGRADED,392,syslog,GOOD,2026-08-01T12:23:38.249549,CURRENT
TEL-1ccfef348ee0,CTRL-PATCH,AST-00190,2026-05-15T14:23:38.249549,55.3,62.3,FAILED,223,agent,GOOD,2026-05-15T14:23:38.249549,BASELINE
TEL-e36ff2261c70,CTRL-PATCH,AST-00190,2026-08-01T18:23:38.249549,93.1,91.8,HEALTHY,379,syslog,DEGRADED,2026-08-01T18:23:38.249549,CURRENT
TEL-6c5f1cb22500,CTRL-PATCH,AST-00028,2026-05-13T14:23:38.249549,67.3,51.0,HEALTHY,302,syslog,GOOD,2026-05-13T14:23:38.249549,BASELINE
TEL-f21f134e5be2,CTRL-PATCH,AST-00028,2026-08-02T11:23:38.249549,85.2,83.1,HEALTHY,408,syslog,DEGRADED,2026-08-02T11:23:38.249549,CURRENT
TEL-6c4e210dcc0c,CTRL-PATCH,AST-00122,2026-05-10T14:23:38.249549,48.8,57.7,HEALTHY,417,cloud_api,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-729c2035d4da,CTRL-PATCH,AST-00122,2026-08-02T21:23:38.249549,80.4,74.9,HEALTHY,74,syslog,GOOD,2026-08-02T21:23:38.249549,CURRENT
TEL-0f86f122afa1,CTRL-PATCH,AST-00062,2026-05-15T14:23:38.249549,69.0,58.0,DEGRADED,293,cloud_api,GOOD,2026-05-15T14:23:38.249549,BASELINE
TEL-04c805d17040,CTRL-PATCH,AST-00062,2026-08-07T07:23:38.249549,100,79.1,FAILED,30,cloud_api,GOOD,2026-08-07T07:23:38.249549,CURRENT
TEL-16dfeba1fbbd,CTRL-PATCH,AST-00088,2026-05-15T14:23:38.249549,66.5,68.0,HEALTHY,438,cloud_api,GOOD,2026-05-15T14:23:38.249549,BASELINE
TEL-83c00e26bdb9,CTRL-PATCH,AST-00088,2026-08-08T01:23:38.249549,100,87.5,DEGRADED,81,agent,GOOD,2026-08-08T01:23:38.249549,CURRENT
TEL-acfc0a400748,CTRL-PATCH,AST-00014,2026-05-13T14:23:38.249549,55.1,69.7,HEALTHY,356,agent,GOOD,2026-05-13T14:23:38.249549,BASELINE
TEL-95cf755b99a6,CTRL-PATCH,AST-00014,2026-08-07T20:23:38.249549,87.1,99.9,HEALTHY,405,syslog,DEGRADED,2026-08-07T20:23:38.249549,CURRENT
TEL-4ab6c9730143,CTRL-PATCH,AST-00218,2026-05-14T14:23:38.249549,46.6,49.1,HEALTHY,459,agent,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-d8be831e7682,CTRL-PATCH,AST-00218,2026-08-07T03:23:38.249549,85.0,77.2,HEALTHY,185,syslog,DEGRADED,2026-08-07T03:23:38.249549,CURRENT
TEL-6f4b5a3cbb56,CTRL-PATCH,AST-00134,2026-05-13T14:23:38.249549,48.1,65.8,DEGRADED,49,cloud_api,BAD,2026-05-13T14:23:38.249549,BASELINE
TEL-625f34e88d47,CTRL-PATCH,AST-00134,2026-08-01T09:23:38.249549,82.7,88.3,FAILED,332,cloud_api,GOOD,2026-08-01T09:23:38.249549,CURRENT
TEL-d4ccb053e65d,CTRL-PATCH,AST-00061,2026-05-11T14:23:38.249549,74.1,52.1,HEALTHY,488,agent,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-6363441a2543,CTRL-PATCH,AST-00061,2026-08-04T09:23:38.249549,100,67.8,HEALTHY,337,agent,GOOD,2026-08-04T09:23:38.249549,CURRENT
TEL-437e078ac174,CTRL-PATCH,AST-00019,2026-05-12T14:23:38.249549,70.9,48.3,HEALTHY,250,syslog,GOOD,2026-05-12T14:23:38.249549,BASELINE
TEL-8f9a8c7f4fd9,CTRL-PATCH,AST-00019,2026-08-08T12:23:38.249549,100,76.3,FAILED,245,cloud_api,GOOD,2026-07-13T14:23:38.249549,CURRENT
TEL-9e5423110424,CTRL-PATCH,AST-00154,2026-05-15T14:23:38.249549,47.8,51.5,HEALTHY,166,agent,GOOD,2026-05-15T14:23:38.249549,BASELINE
TEL-b5ee424e119e,CTRL-PATCH,AST-00154,2026-08-03T23:23:38.249549,77.7,86.5,HEALTHY,358,agent,GOOD,2026-08-03T23:23:38.249549,CURRENT
TEL-ce557aeb916e,CTRL-PATCH,AST-00159,2026-05-14T14:23:38.249549,69.5,55.9,HEALTHY,63,agent,DEGRADED,2026-05-14T14:23:38.249549,BASELINE
TEL-86e9bb8be8b4,CTRL-PATCH,AST-00159,2026-08-02T21:23:38.249549,100,72.2,HEALTHY,92,agent,GOOD,2026-08-02T21:23:38.249549,CURRENT
TEL-0d511ad449e1,CTRL-PATCH,AST-00113,2026-05-11T14:23:38.249549,69.0,43.9,DEGRADED,17,agent,BAD,2026-05-11T14:23:38.249549,BASELINE
TEL-98a3053fd6da,CTRL-PATCH,AST-00113,2026-08-07T16:23:38.249549,87.1,63.0,HEALTHY,216,syslog,GOOD,2026-08-07T16:23:38.249549,CURRENT
TEL-8d1bdcd91e9a,CTRL-PATCH,AST-00182,2026-05-15T14:23:38.249549,54.0,55.6,HEALTHY,355,cloud_api,GOOD,2026-05-15T14:23:38.249549,BASELINE
TEL-76697611dbd7,CTRL-PATCH,AST-00182,2026-08-02T22:23:38.249549,92.7,86.2,HEALTHY,107,syslog,GOOD,2026-08-02T22:23:38.249549,CURRENT
TEL-f04eeea37585,CTRL-PATCH,AST-00204,2026-05-11T14:23:38.249549,69.6,45.6,HEALTHY,183,cloud_api,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-6301ab6608d3,CTRL-PATCH,AST-00204,2026-08-07T04:23:38.249549,90.5,66.6,HEALTHY,195,syslog,DEGRADED,2026-08-07T04:23:38.249549,CURRENT
TEL-7dd48a60d2f7,CTRL-PATCH,AST-00149,2026-05-15T14:23:38.249549,57.0,47.6,HEALTHY,375,cloud_api,BAD,2026-05-15T14:23:38.249549,BASELINE
TEL-2438b106de2b,CTRL-PATCH,AST-00149,2026-08-07T02:23:38.249549,74.1,71.1,HEALTHY,336,syslog,GOOD,2026-08-07T02:23:38.249549,CURRENT
TEL-592aa9e61fd5,CTRL-PATCH,AST-00219,2026-05-13T14:23:38.249549,2026-03-05T14:23:38.249549,44.6,HEALTHY,63,syslog,GOOD,2026-05-13T14:23:38.249549,BASELINE
TEL-3c5c3ca0c47f,CTRL-PATCH,AST-00219,2026-08-04T13:23:38.249549,88.6,79.5,HEALTHY,185,cloud_api,GOOD,2026-08-04T13:23:38.249549,CURRENT
TEL-cee1f1807beb,CTRL-PATCH,AST-00022,2026-05-11T14:23:38.249549,49.4,48.2,HEALTHY,63,agent,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-1af3d12a0dc2,CTRL-PATCH,AST-00022,2026-08-04T14:23:38.249549,84.3,65.2,DEGRADED,48,syslog,GOOD,2026-08-04T14:23:38.249549,CURRENT
TEL-dd69affcfcee,CTRL-PATCH,AST-00016,2026-05-10T14:23:38.249549,62.2,48.1,HEALTHY,92,cloud_api,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-d33c756282ca,CTRL-PATCH,AST-00016,2026-08-06T19:23:38.249549,84.2,65.1,HEALTHY,451,cloud_api,GOOD,2026-08-06T19:23:38.249549,CURRENT
TEL-bb3b2d33befe,CTRL-PATCH,AST-00009,2026-05-11T14:23:38.249549,48.8,55.4,HEALTHY,27,syslog,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-37acfe4d6bd1,CTRL-PATCH,AST-00009,2026-08-07T02:23:38.249549,64.1,73.5,HEALTHY,214,syslog,GOOD,2026-08-07T02:23:38.249549,CURRENT
TEL-01a928e30083,CTRL-PATCH,AST-00097,2026-05-13T14:23:38.249549,58.2,54.1,DEGRADED,416,agent,GOOD,2026-05-13T14:23:38.249549,BASELINE
TEL-e8e59bf1d678,CTRL-PATCH,AST-00097,2026-08-03T01:23:38.249549,82.0,74.8,HEALTHY,160,agent,GOOD,2026-08-03T01:23:38.249549,CURRENT
TEL-1f78f630c30c,CTRL-PATCH,AST-00203,2026-05-10T14:23:38.249549,47.3,42.8,DEGRADED,413,agent,DEGRADED,2026-05-10T14:23:38.249549,BASELINE
TEL-c39882774228,CTRL-PATCH,AST-00203,2026-07-31T16:23:38.249549,68.3,69.3,HEALTHY,245,cloud_api,GOOD,2026-07-31T16:23:38.249549,CURRENT
TEL-0f0099f5106d,CTRL-PATCH,AST-00210,2026-05-14T14:23:38.249549,74.9,60.9,HEALTHY,365,cloud_api,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-96145e19be39,CTRL-PATCH,AST-00210,2026-08-06T14:23:38.249549,100,84.0,HEALTHY,486,syslog,GOOD,2026-08-06T14:23:38.249549,CURRENT
TEL-2e3dfd8c9cd3,CTRL-PATCH,AST-00033,2026-05-14T14:23:38.249549,46.3,45.1,HEALTHY,429,agent,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-e9630fb2807d,CTRL-PATCH,AST-00033,2026-07-29T23:23:38.249549,72.5,78.7,HEALTHY,191,agent,GOOD,2026-07-29T23:23:38.249549,CURRENT
TEL-8b51aa867db6,CTRL-PATCH,AST-00155,2026-05-12T14:23:38.249549,65.4,65.5,HEALTHY,1,syslog,GOOD,2026-05-12T14:23:38.249549,BASELINE
TEL-66aadaadac30,CTRL-PATCH,AST-00155,2026-08-05T10:23:38.249549,100,97.7,DEGRADED,491,syslog,GOOD,2026-08-05T10:23:38.249549,CURRENT
TEL-8455a44c4d2e,CTRL-PATCH,AST-00114,2026-05-10T14:23:38.249549,-71.8,66.8,HEALTHY,2,cloud_api,DEGRADED,2026-05-10T14:23:38.249549,BASELINE
TEL-fa0486b9a669,CTRL-PATCH,AST-00114,2026-08-04T19:23:38.249549,100,98.7,HEALTHY,251,agent,GOOD,2026-08-04T19:23:38.249549,CURRENT
TEL-582a9edd916e,CTRL-PATCH,AST-00015,2026-05-11T14:23:38.249549,60.4,43.7,HEALTHY,202,cloud_api,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-af9d6dbd38e5,CTRL-PATCH,AST-00015,2026-07-31T10:23:38.249549,79.3,68.5,DEGRADED,55,cloud_api,GOOD,2026-07-31T10:23:38.249549,CURRENT
TEL-00047e0c9d40,CTRL-PATCH,AST-00078,2026-05-15T14:23:38.249549,58.2,62.4,HEALTHY,68,cloud_api,GOOD,2026-05-15T14:23:38.249549,BASELINE
TEL-662b3a162250,CTRL-PATCH,AST-00078,2026-08-06T12:23:38.249549,76.7,77.5,HEALTHY,245,syslog,BAD,2026-07-10T14:23:38.249549,CURRENT
TEL-7a9d8fbdbe61,CTRL-PATCH,AST-00179,2026-05-11T14:23:38.249549,48.6,54.9,HEALTHY,204,syslog,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-e76eb3a74327,CTRL-PATCH,AST-00179,2026-08-05T03:23:38.249549,75.8,83.5,HEALTHY,490,agent,GOOD,2026-08-05T03:23:38.249549,CURRENT
TEL-9a2abaae9f02,CTRL-PATCH,AST-00151,2026-05-10T14:23:38.249549,48.8,40.4,HEALTHY,305,syslog,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-c8fb72cb9f49,CTRL-PATCH,AST-00151,2026-08-01T09:23:38.249549,72.4,69.1,HEALTHY,219,agent,GOOD,2026-08-01T09:23:38.249549,CURRENT
TEL-071613449fad,CTRL-PATCH,AST-00027,2026-05-12T14:23:38.249549,66.9,48.4,DEGRADED,101,cloud_api,GOOD,2026-05-12T14:23:38.249549,BASELINE
TEL-050979a9162e,CTRL-PATCH,AST-00027,2026-08-01T03:23:38.249549,86.5,65.7,HEALTHY,92,agent,BAD,2026-08-01T03:23:38.249549,CURRENT
TEL-1faf6f7e16e7,CTRL-PATCH,AST-00197,2026-05-10T14:23:38.249549,62.7,46.9,DEGRADED,218,agent,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-2a7e638785cd,CTRL-PATCH,AST-00197,2026-08-05T16:23:38.249549,93.6,64.5,HEALTHY,156,syslog,GOOD,2026-08-05T16:23:38.249549,CURRENT
TEL-5d8f02bc4f33,CTRL-PATCH,AST-00168,2026-05-15T14:23:38.249549,51.9,54.4,HEALTHY,143,cloud_api,GOOD,2026-05-15T14:23:38.249549,BASELINE
TEL-231efa1300c3,CTRL-PATCH,AST-00168,2026-08-08T01:23:38.249549,75.3,79.6,HEALTHY,0,agent,GOOD,2026-08-08T01:23:38.249549,CURRENT
TEL-daa2b69e23ef,CTRL-PATCH,AST-00076,2026-05-13T14:23:38.249549,54.6,48.4,HEALTHY,171,cloud_api,GOOD,2026-05-13T14:23:38.249549,BASELINE
TEL-39cf7ece559e,CTRL-PATCH,AST-00076,2026-08-06T15:23:38.249549,76.8,75.5,HEALTHY,66,cloud_api,GOOD,2026-08-06T15:23:38.249549,CURRENT
TEL-1751d927ce81,CTRL-PATCH,AST-00098,2026-05-11T14:23:38.249549,69.3,57.7,HEALTHY,44,agent,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-7a613350fa01,CTRL-PATCH,AST-00098,2026-08-01T16:23:38.249549,100,84.8,HEALTHY,467,syslog,GOOD,2026-08-01T16:23:38.249549,CURRENT
TEL-ccbcc3525dca,CTRL-PATCH,AST-00103,2026-05-14T14:23:38.249549,50.8,43.0,HEALTHY,389,agent,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-33def883eb3b,CTRL-PATCH,AST-00103,2026-08-04T23:23:38.249549,76.9,76.8,HEALTHY,364,cloud_api,DEGRADED,2026-08-04T23:23:38.249549,CURRENT
TEL-54aa99f4d929,CTRL-PATCH,AST-00160,2026-05-12T14:23:38.249549,67.8,56.8,HEALTHY,223,agent,GOOD,2026-05-12T14:23:38.249549,BASELINE
TEL-0080533959ec,CTRL-PATCH,AST-00160,2026-08-03T20:23:38.249549,100,78.8,HEALTHY,85,syslog,GOOD,2026-08-03T20:23:38.249549,CURRENT
TEL-01885a064b37,CTRL-PATCH,AST-00106,2026-05-15T14:23:38.249549,74.0,68.7,HEALTHY,350,syslog,DEGRADED,2026-05-15T14:23:38.249549,BASELINE
TEL-84181df21e3d,CTRL-PATCH,AST-00106,2026-08-06T14:23:38.249549,96.3,84.9,HEALTHY,196,syslog,GOOD,2026-08-06T14:23:38.249549,CURRENT
TEL-671c79661b69,CTRL-PATCH,AST-00060,2026-05-11T14:23:38.249549,57.0,45.5,DEGRADED,404,syslog,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-4572d02b7e97,CTRL-PATCH,AST-00060,2026-08-02T07:23:38.249549,78.8,63.7,HEALTHY,112,cloud_api,GOOD,2026-08-02T07:23:38.249549,CURRENT
TEL-5546159b370b,CTRL-PATCH,AST-00003,2026-05-10T14:23:38.249549,61.6,41.4,DEGRADED,474,agent,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-5694ab525322,CTRL-PATCH,AST-00003,2026-08-01T19:23:38.249549,80.8,61.1,HEALTHY,421,agent,GOOD,2026-08-01T19:23:38.249549,CURRENT
TEL-afc5c3e4944a,CTRL-PATCH,AST-00117,2026-05-10T14:23:38.249549,45.0,58.2,HEALTHY,68,cloud_api,DEGRADED,2026-05-10T14:23:38.249549,BASELINE
TEL-83abf14c1e41,CTRL-PATCH,AST-00117,2026-08-01T02:23:38.249549,68.7,80.5,HEALTHY,5,cloud_api,GOOD,2026-08-01T02:23:38.249549,CURRENT
TEL-3f723a9744f1,CTRL-PATCH,AST-00099,2026-05-14T14:23:38.249549,74.0,69.1,HEALTHY,484,syslog,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-cd79d81a1f15,CTRL-PATCH,AST-00099,2026-08-07T11:23:38.249549,93.4,94.9,HEALTHY,226,agent,GOOD,2026-08-07T11:23:38.249549,CURRENT
TEL-a9d253a20751,CTRL-PATCH,AST-00119,2026-05-13T14:23:38.249549,51.1,65.7,HEALTHY,75,cloud_api,GOOD,2026-05-13T14:23:38.249549,BASELINE
TEL-c8d4c1cfcde5,CTRL-PATCH,AST-00119,2026-08-06T03:23:38.249549,81.9,88.7,DEGRADED,96,syslog,GOOD,2026-08-06T03:23:38.249549,CURRENT
TEL-442adec15bab,CTRL-PATCH,AST-00110,2026-05-11T14:23:38.249549,66.9,40.6,HEALTHY,35,agent,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-4b40cc358ac5,CTRL-PATCH,AST-00110,2026-07-30T21:23:38.249549,98.1,58.9,FAILED,51,syslog,GOOD,2026-07-30T21:23:38.249549,CURRENT
TEL-a14b3cb05c26,CTRL-PATCH,AST-00026,2026-05-10T14:23:38.249549,66.8,58.1,HEALTHY,329,agent,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-5fdb55d45f4d,CTRL-PATCH,AST-00026,2026-08-07T10:23:38.249549,100,80.7,DEGRADED,307,agent,GOOD,2026-08-07T10:23:38.249549,CURRENT
TEL-eaf2459ac0ec,CTRL-PATCH,AST-00087,2026-05-15T14:23:38.249549,45.3,56.3,HEALTHY,288,cloud_api,GOOD,2026-05-15T14:23:38.249549,BASELINE
TEL-1b2b2d6d3c12,CTRL-PATCH,AST-00087,2026-08-07T17:23:38.249549,80.1,87.6,HEALTHY,278,syslog,GOOD,2026-08-07T17:23:38.249549,CURRENT
TEL-46aa4ab7a5a6,CTRL-PATCH,AST-00084,2026-05-10T14:23:38.249549,61.3,41.3,HEALTHY,0,agent,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-4ed3d7df1ba4,CTRL-PATCH,AST-00084,2026-08-03T04:23:38.249549,76.8,67.2,HEALTHY,115,syslog,GOOD,2026-08-03T04:23:38.249549,CURRENT
TEL-bc40416c81fc,CTRL-PATCH,AST-00121,2026-05-10T14:23:38.249549,71.5,43.4,FAILED,182,agent,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-d975b90014fb,CTRL-PATCH,AST-00121,2026-08-06T05:23:38.249549,100,61.8,DEGRADED,458,agent,GOOD,2026-08-06T05:23:38.249549,CURRENT
TEL-f54406231a26,CTRL-PATCH,AST-00128,2026-05-11T14:23:38.249549,50.3,58.0,HEALTHY,418,cloud_api,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-7d61ad8b29bb,CTRL-PATCH,AST-00128,2026-07-30T02:23:38.249549,78.6,86.6,HEALTHY,477,cloud_api,GOOD,2026-07-30T02:23:38.249549,CURRENT
TEL-d6bacb40747e,CTRL-PATCH,AST-00201,2026-05-11T14:23:38.249549,66.3,40.1,HEALTHY,199,cloud_api,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-339349264b92,CTRL-PATCH,AST-00201,2026-07-31T07:23:38.249549,83.2,73.7,HEALTHY,295,cloud_api,DEGRADED,2026-07-31T07:23:38.249549,CURRENT
TEL-8beee3d6eff9,CTRL-PATCH,AST-00004,2026-05-13T14:23:38.249549,53.4,69.8,HEALTHY,355,cloud_api,GOOD,2026-05-13T14:23:38.249549,BASELINE
TEL-942914d61797,CTRL-PATCH,AST-00004,2026-08-04T20:23:38.249549,70.6,88.5,DEGRADED,471,agent,GOOD,2026-08-04T20:23:38.249549,CURRENT
TEL-3e33243db9e2,CTRL-PATCH,AST-00059,2026-05-11T14:23:38.249549,61.5,54.8,HEALTHY,269,syslog,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-90122853a8c0,CTRL-PATCH,AST-00059,2026-08-04T12:23:38.249549,89.9,80.5,HEALTHY,185,agent,GOOD,2026-08-04T12:23:38.249549,CURRENT
TEL-0cc422896fde,CTRL-PATCH,AST-00067,2026-05-10T14:23:38.249549,70.5,54.2,HEALTHY,434,agent,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-485e02d3cf71,CTRL-PATCH,AST-00067,2026-08-07T23:23:38.249549,94.6,71.9,FAILED,467,cloud_api,GOOD,2026-08-07T23:23:38.249549,CURRENT
TEL-52ebebfb51da,CTRL-PATCH,AST-00188,2026-05-15T14:23:38.249549,69.8,44.1,HEALTHY,494,cloud_api,GOOD,2026-05-15T14:23:38.249549,BASELINE
TEL-6224e45bb260,CTRL-PATCH,AST-00188,2026-08-07T02:23:38.249549,86.2,78.4,HEALTHY,428,syslog,DEGRADED,2026-08-07T02:23:38.249549,CURRENT
TEL-ba639ef6cd48,CTRL-PATCH,AST-00140,2026-05-14T14:23:38.249549,45.9,42.4,HEALTHY,93,cloud_api,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-47818b4c32b2,CTRL-PATCH,AST-00140,2026-07-30T18:23:38.249549,70.0,58.9,HEALTHY,210,syslog,GOOD,2026-07-30T18:23:38.249549,CURRENT
TEL-c1f532915fc6,CTRL-PATCH,AST-00205,2026-05-15T14:23:38.249549,68.4,48.6,HEALTHY,82,agent,GOOD,2026-05-15T14:23:38.249549,BASELINE
TEL-f4721a813a43,CTRL-PATCH,AST-00205,2026-08-08T06:23:38.249549,100,66.7,HEALTHY,364,cloud_api,DEGRADED,2026-08-08T06:23:38.249549,CURRENT
TEL-aadb16408453,CTRL-PATCH,AST-00141,2026-05-10T14:23:38.249549,60.1,52.7,FAILED,380,agent,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-a8ad1cb9591d,CTRL-PATCH,AST-00141,2026-08-03T01:23:38.249549,-92.8,70.8,HEALTHY,430,agent,GOOD,2026-08-03T01:23:38.249549,CURRENT
TEL-52131b100a3e,CTRL-PATCH,AST-00213,2026-05-11T14:23:38.249549,59.1,59.3,HEALTHY,99,cloud_api,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-bfcb39eff7c7,CTRL-PATCH,AST-00213,2026-08-08T01:23:38.249549,81.9,90.8,DEGRADED,14,agent,GOOD,2026-08-08T01:23:38.249549,CURRENT
TEL-9c00811012a7,CTRL-PATCH,AST-00202,2026-05-12T14:23:38.249549,61.2,57.9,HEALTHY,16,agent,GOOD,2026-05-12T14:23:38.249549,BASELINE
TEL-c23b86b1de9a,CTRL-PATCH,AST-00202,2026-08-06T14:23:38.249549,77.9,88.0,HEALTHY,404,cloud_api,GOOD,2026-08-06T14:23:38.249549,CURRENT
TEL-c94940e21ccd,CTRL-PATCH,AST-00077,2026-05-12T14:23:38.249549,54.4,40.3,HEALTHY,200,syslog,GOOD,2026-05-12T14:23:38.249549,BASELINE
TEL-86df0722bc68,CTRL-PATCH,AST-00077,2026-08-04T09:23:38.249549,93.0,62.4,HEALTHY,459,syslog,GOOD,2026-08-04T09:23:38.249549,CURRENT
TEL-056499a806b8,CTRL-PATCH,AST-00092,2026-05-13T14:23:38.249549,60.1,40.7,HEALTHY,82,agent,GOOD,2026-05-13T14:23:38.249549,BASELINE
TEL-b89c228f9d63,CTRL-PATCH,AST-00092,2026-08-02T08:23:38.249549,94.4,71.6,FAILED,118,agent,GOOD,2026-08-02T08:23:38.249549,CURRENT
TEL-b75e3104eb99,CTRL-PATCH,AST-00163,2026-05-14T14:23:38.249549,64.6,44.8,HEALTHY,393,cloud_api,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-c0aa94110ddb,CTRL-PATCH,AST-00163,2026-07-31T20:23:38.249549,98.8,79.1,HEALTHY,481,cloud_api,GOOD,2026-07-31T20:23:38.249549,CURRENT
TEL-56062e9ebde3,CTRL-PATCH,AST-00131,2026-05-14T14:23:38.249549,66.4,47.2,HEALTHY,254,agent,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-3d4958d0b58c,CTRL-PATCH,AST-00131,2026-08-07T19:23:38.249549,98.5,82.1,HEALTHY,496,agent,GOOD,2026-08-07T19:23:38.249549,CURRENT
TEL-9d520832ea42,CTRL-PATCH,AST-00102,2026-05-14T14:23:38.249549,58.6,48.9,HEALTHY,363,cloud_api,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-45749802b64e,CTRL-PATCH,AST-00102,2026-08-04T17:23:38.249549,77.9,65.2,DEGRADED,332,agent,DEGRADED,2026-08-04T17:23:38.249549,CURRENT
TEL-4b013f776c23,CTRL-PATCH,AST-00206,2026-05-13T14:23:38.249549,74.2,50.9,HEALTHY,225,cloud_api,GOOD,2026-05-13T14:23:38.249549,BASELINE
TEL-506baf4491d1,CTRL-PATCH,AST-00206,2026-07-30T11:23:38.249549,100,71.6,HEALTHY,211,syslog,GOOD,2026-07-30T11:23:38.249549,CURRENT
TEL-a7a4a8c532b0,CTRL-PATCH,AST-00118,2026-05-10T14:23:38.249549,71.3,41.3,HEALTHY,287,agent,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-7d28d7d47cbd,CTRL-PATCH,AST-00118,2026-07-31T17:23:38.249549,100,75.8,HEALTHY,437,agent,GOOD,2026-07-31T17:23:38.249549,CURRENT
TEL-064341f8b63f,CTRL-PATCH,AST-00074,2026-05-14T14:23:38.249549,71.2,50.5,HEALTHY,92,syslog,GOOD,2026-05-14T14:23:38.249549,BASELINE
TEL-99002373b061,CTRL-PATCH,AST-00074,2026-07-30T00:23:38.249549,100,74.8,HEALTHY,205,cloud_api,GOOD,2026-07-30T00:23:38.249549,CURRENT
TEL-0fc4f02aa926,CTRL-PATCH,AST-00144,2026-05-10T14:23:38.249549,55.3,46.4,HEALTHY,485,cloud_api,GOOD,2026-05-10T14:23:38.249549,BASELINE
TEL-9d3dfdbcd872,CTRL-PATCH,AST-00144,2026-08-05T15:23:38.249549,85.4,76.2,FAILED,396,cloud_api,GOOD,2026-08-05T15:23:38.249549,CURRENT
TEL-f7ed9cf998b8,CTRL-PATCH,AST-00082,2026-05-11T14:23:38.249549,2025-12-05T14:23:38.249549,69.4,HEALTHY,325,agent,GOOD,2026-05-11T14:23:38.249549,BASELINE
TEL-fd1608dbb1dd,CTRL-PATCH,AST-00082,2026-07-30T08:23:38.249549,100,88.6,HEALTHY,364,cloud_api,DEGRADED,2026-07-30T08:23:38.249549,CURRENT
TEL-4351d6a75f9f,CTRL-PATCH,AST-00066,2026-05-10T14:23:38.249549,60.7,47.8,HEALTHY,385,cloud_api,GOOD,2026-05-10T14:23:38.249549,BASELINE
